VEHICLEID,TMD_SRCE_ENTITY,DAMAGE,CNT_DAMAGE,CNT_DAMAGE_DISTINCT,CNT_LARGE_DAMAGE,DAMAGE_MAX,ROWNUM
494716,LPNL,706.06,5,5,1,234.56,1
494716,LPNL,706.06,5,5,1,234.56,2
494819,LPNL,1020.9,10,10,0,180,1
494819,LPNL,1020.9,10,10,0,180,2
494852,LPNL,856.6,4,4,3,354.6,1
494852,LPNL,856.6,4,4,3,354.6,2
495325,LPNL,2490,14,14,6,371.3,1
495325,LPNL,2490,14,14,6,371.3,2
495490,LPNL,5161.86,15,15,9,696.04,1
495490,LPNL,5161.86,15,15,9,696.04,2
495759,LPNL,938.1,10,10,1,253.1,1
495759,LPNL,938.1,10,10,1,253.1,2
495800,LPNL,276.2,4,4,0,131.55,1
495800,LPNL,276.2,4,4,0,131.55,2
495806,LPNL,1498.55,9,9,4,267.29,1
495806,LPNL,1498.55,9,9,4,267.29,2
495917,LPNL,336,3,3,1,225,1
495917,LPNL,336,3,3,1,225,2
495981,LPNL,741.35,5,5,2,327.75,1
495981,LPNL,741.35,5,5,2,327.75,2
496011,LPNL,459.05,4,4,1,232.8,1
496011,LPNL,459.05,4,4,1,232.8,2
496177,LPNL,1243.3,5,5,5,297.3,1
496177,LPNL,1243.3,5,5,5,297.3,2
496277,LPNL,629,3,3,1,406,1
496277,LPNL,629,3,3,1,406,2
496296,LPNL,951.8,7,7,2,308,1
496296,LPNL,951.8,7,7,2,308,2
496545,LPNL,2154.29,16,16,3,403.3,1
496545,LPNL,2154.29,16,16,3,403.3,2
496565,LPNL,1700.75,16,16,4,269.8,1
496565,LPNL,1700.75,16,16,4,269.8,2
496692,LPNL,149,2,2,0,75,1
496692,LPNL,149,2,2,0,75,2
496778,LPNL,222,2,2,0,148,1
496778,LPNL,222,2,2,0,148,2
496792,LPNL,354,3,3,0,190,1
496792,LPNL,354,3,3,0,190,2
497088,LPNL,1344.7,9,9,2,260.3,1
497088,LPNL,1344.7,9,9,2,260.3,2
497137,LPNL,2084.69,12,12,4,428.6,1
497137,LPNL,2084.69,12,12,4,428.6,2
497143,LPNL,1527.7,11,11,5,283.55,1
497143,LPNL,1527.7,11,11,5,283.55,2
497522,LPNL,996.75,6,6,2,299,1
497522,LPNL,996.75,6,6,2,299,2
497572,LPNL,182.7,1,1,0,182.7,1
497572,LPNL,182.7,1,1,0,182.7,2
497830,LPNL,657.2,4,4,2,260.3,1
497830,LPNL,657.2,4,4,2,260.3,2
497869,LPNL,450,2,2,2,225,1
497869,LPNL,450,2,2,2,225,2
497938,LPNL,882.7,5,5,2,367.7,1
497938,LPNL,882.7,5,5,2,367.7,2
498057,LPNL,974.6,7,7,3,260.3,1
498057,LPNL,974.6,7,7,3,260.3,2
498122,LPNL,963.5,8,8,1,249.5,1
498122,LPNL,963.5,8,8,1,249.5,2
498130,LPNL,4001.5,16,16,9,554.9,1
498130,LPNL,4001.5,16,16,9,554.9,2
498335,LPNL,618.8,6,6,1,232.8,1
498335,LPNL,618.8,6,6,1,232.8,2
498348,LPNL,460,5,5,1,222,1
498348,LPNL,460,5,5,1,222,2
498475,LPNL,405,3,3,1,225,1
498475,LPNL,405,3,3,1,225,2
498946,LPNL,1250.5,6,6,3,317.6,1
498946,LPNL,1250.5,6,6,3,317.6,2
499003,LPNL,314,5,5,0,90,1
499003,LPNL,314,5,5,0,90,2
499074,LPNL,808.85,6,6,1,206.8,1
499074,LPNL,808.85,6,6,1,206.8,2
499077,LPNL,921,6,6,2,383,1
499077,LPNL,921,6,6,2,383,2
499250,LPNL,664.5,3,3,2,249.5,1
499250,LPNL,664.5,3,3,2,249.5,2
499384,LPNL,1163.75,10,10,2,253.75,1
499384,LPNL,1163.75,10,10,2,253.75,2
499501,LPNL,801.45,6,6,2,253.75,1
499501,LPNL,801.45,6,6,2,253.75,2
500151,LPNL,1008.2,7,7,2,297.3,1
500151,LPNL,1008.2,7,7,2,297.3,2
500464,LPNL,4003.01,19,19,9,702,1
500464,LPNL,4003.01,19,19,9,702,2
500610,LPNL,672.8,2,2,1,524.8,1
500610,LPNL,672.8,2,2,1,524.8,2
503428,LPNL,987.2,8,8,2,317.6,1
503428,LPNL,987.2,8,8,2,317.6,2
503947,LPNL,1556.55,9,9,3,389.6,1
503947,LPNL,1556.55,9,9,3,389.6,2
504627,LPNL,971.15,6,6,2,225,1
504627,LPNL,971.15,6,6,2,225,2
219290,LPBE,498.75,7,7,0,192.66,1
219290,LPBE,498.75,7,7,0,192.66,2
223138,LPBE,92.03,3,3,0,90,1
223138,LPBE,92.03,3,3,0,90,2
223217,LPNL,0,2,2,0,0,1
223221,LPNL,701.56,4,4,2,384.14,1
223863,LPDE,681.97,3,3,2,442.27,1
223863,LPDE,861.48,3,3,2,350,2
223983,LPBE,0,2,2,0,0,1
223983,LPBE,0,2,2,0,0,2
223984,LPBE,533.7,5,5,2,279.95,1
223984,LPBE,533.7,5,5,2,279.95,2
224262,LPBE,734.35,4,4,2,514.4,1
224262,LPBE,734.35,4,4,2,514.4,2
224293,LPNL,983.81,6,6,3,279.68,1
224293,LPNL,983.81,6,6,3,279.68,2
224423,LPDE,821.82,6,6,3,255.31,1
224423,LPDE,450.03,4,4,0,140.42,2
224696,LPDE,889.14,4,4,3,394.87,1
224696,LPDE,355.66,3,3,0,157.95,2
224778,LPNL,489.72,4,4,2,242.33,1
224778,LPNL,489.72,4,4,2,242.33,2
224810,LPNL,0,2,2,0,0,1
224810,LPNL,0,2,2,0,0,2
224812,LPNL,0,2,2,0,0,1
224812,LPNL,0,2,2,0,0,2
225010,LPDE,1281.13,6,6,4,415.46,1
225010,LPDE,604.02,5,5,0,186.96,2
225173,LPNL,0,2,2,0,0,1
225173,LPNL,0,2,2,0,0,2
225199,LPNL,846.27,5,5,2,295.58,1
225199,LPNL,846.27,5,5,2,295.58,2
225253,LPBE,1014.29,11,11,1,205.46,1
225253,LPBE,1014.29,11,11,1,205.46,2
225324,LPDE,1658.09,6,6,3,900.83,1
225324,LPDE,210.33,2,2,0,126.43,2
225467,LPBE,116.81,4,4,0,115.89,1
225467,LPBE,116.81,4,4,0,115.89,2
225498,LPDE,1378.3,5,5,4,399.02,1
225498,LPDE,567.57,4,4,2,233.67,2
225712,LPNL,242.33,4,4,1,242.33,1
225712,LPNL,242.33,4,4,1,242.33,2
225794,LPBE,0,2,2,0,0,1
225794,LPBE,0,2,2,0,0,2
225889,LPBE,1453.89,12,12,3,290.62,1
225889,LPBE,1453.89,12,12,3,290.62,2
225900,LPBE,0,3,3,0,0,1
225900,LPBE,0,3,3,0,0,2
225972,LPBE,591.3,6,6,2,214.16,1
225972,LPBE,591.3,6,6,2,214.16,2
226039,LPNL,524.69,3,3,2,280.2,1
226039,LPNL,524.69,3,3,2,280.2,2
226124,LPBE,1453.08,9,9,3,568.75,1
226124,LPBE,1453.08,9,9,3,568.75,2
226153,LPDE,862.54,5,5,3,320.21,1
226153,LPDE,517.53,3,3,0,192.13,2
226154,LPBE,1642.25,12,12,4,287.27,1
226154,LPBE,1642.25,12,12,4,287.27,2
226167,LPBE,1005.74,11,11,1,259.52,1
226167,LPBE,1005.74,11,11,1,259.52,2
226217,LPBE,1035.99,9,9,1,347.8,1
226217,LPBE,1035.99,9,9,1,347.8,2
226238,LPNL,527.76,4,4,2,282.15,1
226238,LPNL,527.76,4,4,2,282.15,2
226254,LPNL,445.72,5,5,1,365,1
226254,LPNL,445.72,5,5,1,365,2
226347,LPNL,2298.62,6,6,5,770.66,1
226347,LPNL,2298.62,6,6,5,770.66,2
226370,LPDE,1394.15,7,7,4,359.71,1
226370,LPDE,654.88,6,6,0,161.87,2
226494,LPDE,305.4,3,3,1,305.4,1
226494,LPDE,0.01,1,1,0,0.01,2
226536,LPBE,270.03,4,4,0,175.34,1
226536,LPBE,270.03,4,4,0,175.34,2
226566,LPNL,1144.97,8,8,3,287.62,1
226566,LPNL,1144.97,8,8,3,287.62,2
226602,LPNL,405.6,3,3,1,242.33,1
226602,LPNL,405.6,3,3,1,242.33,2
226606,LPBE,1115.74,9,9,3,259.12,1
226606,LPBE,1115.74,9,9,3,259.12,2
226747,LPNL,661.23,4,4,2,285.33,1
226747,LPNL,661.23,4,4,2,285.33,2
226787,LPDE,2561.58,8,8,6,651.12,1
226787,LPDE,964.64,8,8,2,260.45,2
226788,LPNL,159.8,3,3,0,156.57,1
226788,LPNL,159.8,3,3,0,156.57,2
226830,LPDE,1054.68,5,5,3,376.68,1
226830,LPDE,537.12,5,5,0,169.51,2
226837,LPBE,2924.9,16,16,7,727.34,1
226837,LPBE,2924.9,16,16,7,727.34,2
226870,LPNL,699.87,5,5,2,309.73,1
226870,LPNL,699.87,5,5,2,309.73,2
226933,LPNL,0,2,2,0,0,1
226933,LPNL,0,2,2,0,0,2
226989,LPNL,1052.84,3,3,2,795.45,1
226989,LPNL,1052.84,3,3,2,795.45,2
227040,LPDE,1043.92,7,7,3,307.33,1
227040,LPDE,686.66,5,5,0,169.03,2
227105,LPNL,72.1,3,3,0,70,1
227105,LPNL,72.1,3,3,0,70,2
227189,LPDE,1697.44,9,9,4,454.07,1
227189,LPDE,928.59,8,8,1,249.74,2
227220,LPNL,561.96,4,4,2,316.46,1
227220,LPNL,561.96,4,4,2,316.46,2
227250,LPNL,128.75,5,5,0,95,1
227250,LPNL,128.75,5,5,0,95,2
227293,LPNL,692.25,5,5,2,244.3,1
227293,LPNL,692.25,5,5,2,244.3,2
227477,LPBE,865.9,7,7,1,205.48,1
227477,LPBE,865.9,7,7,1,205.48,2
227484,LPNL,1801.97,10,10,5,371.93,1
227484,LPNL,1801.97,10,10,5,371.93,2
227494,LPDE,909.43,4,4,3,421.75,1
227494,LPDE,500.01,2,2,1,500,2
227505,LPBE,1060.52,10,10,3,252.7,1
227505,LPBE,1060.52,10,10,3,252.7,2
227514,LPNL,408,3,3,1,242.33,1
227514,LPNL,408,3,3,1,242.33,2
227533,LPBE,524.92,6,6,0,175.63,1
227533,LPBE,524.92,6,6,0,175.63,2
227554,LPDE,1298.9,7,7,3,351.74,1
227554,LPDE,714.7,5,5,1,204.88,2
227696,LPBE,815.12,9,9,1,226.63,1
227696,LPBE,815.12,9,9,1,226.63,2
227723,LPBE,736.21,7,7,1,224.25,1
227723,LPBE,736.21,7,7,1,224.25,2
227750,LPBE,1046.73,7,7,3,267.18,1
227750,LPBE,1046.73,7,7,3,267.18,2
227757,LPNL,2134.38,8,8,4,1018.06,1
227757,LPNL,2134.38,8,8,4,1018.06,2
227805,LPDE,3356.85,11,11,8,668.51,1
227805,LPDE,1883.67,10,10,5,367.68,2
227865,LPNL,798.29,5,5,2,291.06,1
227865,LPNL,798.29,5,5,2,291.06,2
227942,LPDE,50,3,3,0,50,1
227942,LPDE,0,2,2,0,50,2
227955,LPBE,139.9,3,3,0,137.89,1
227955,LPBE,139.9,3,3,0,137.89,2
227971,LPBE,371.51,6,6,0,198.76,1
227971,LPBE,371.51,6,6,0,198.76,2
227974,LPBE,630.29,6,6,1,249.55,1
227974,LPBE,630.29,6,6,1,249.55,2
228011,LPBE,1024.59,8,8,3,228.22,1
228011,LPBE,1024.59,8,8,3,228.22,2
228102,LPDE,781.95,4,4,2,542.25,1
228102,LPDE,312.79,3,3,1,216.9,2
228102,LPNL,176.13,6,6,0,70,1
228102,LPNL,176.13,6,6,0,70,2
228167,LPBE,475.86,7,7,0,196.28,1
228167,LPBE,475.86,7,7,0,196.28,2
228211,LPBE,1093.64,10,10,2,260.84,1
228211,LPBE,1093.64,10,10,2,260.84,2
228241,LPNL,577.5,4,4,1,242.33,1
228241,LPNL,577.5,4,4,1,242.33,2
228286,LPDE,1890.76,8,8,4,761.37,1
228286,LPDE,1184.79,7,7,2,456.82,2
228300,LPNL,520.68,4,4,1,440,1
228300,LPNL,520.68,4,4,1,440,2
228448,LPNL,426.68,7,7,0,165,1
228448,LPNL,426.68,7,7,0,165,2
228482,LPBE,345.22,6,6,0,161.93,1
228482,LPBE,345.22,6,6,0,161.93,2
228505,LPBE,404.45,6,6,1,227.75,1
228505,LPBE,404.45,6,6,1,227.75,2
228513,LPNL,309,6,6,0,75,1
228513,LPNL,309,6,6,0,75,2
228607,LPBE,1323.59,7,7,4,567.78,1
228607,LPBE,1323.59,7,7,4,567.78,2
228609,LPDE,2480.14,8,8,5,1034.9,1
228609,LPDE,626.67,4,4,1,303.99,2
228626,LPNL,2.06,4,4,0,1,1
228626,LPNL,2.06,4,4,0,1,2
228633,LPDE,886.19,7,7,2,308,1
228633,LPDE,373.65,2,2,1,235.05,2
228812,LPBE,1541.61,14,14,2,224.66,1
228812,LPBE,1541.61,14,14,2,224.66,2
228819,LPDE,3453.8,14,14,10,431.11,1
228819,LPDE,634.4,10,10,0,129.33,2
228829,LPBE,3080.97,17,17,6,697.64,1
228829,LPBE,3080.97,17,17,6,697.64,2
228903,LPBE,234.53,4,4,0,179.45,1
228903,LPBE,234.53,4,4,0,179.45,2
228935,LPDE,1128.1,5,5,3,378.69,1
228935,LPDE,353.98,5,5,0,189.35,2
228988,LPBE,564.03,5,5,2,241.76,1
228988,LPBE,564.03,5,5,2,241.76,2
228995,LPNL,0,2,2,0,0,1
228995,LPNL,0,2,2,0,0,2
229002,LPBE,3281.95,20,20,7,579.95,1
229002,LPBE,3281.95,20,20,7,579.95,2
229014,LPNL,0,2,2,0,0,1
229014,LPNL,0,2,2,0,0,2
229105,LPDE,2254.43,11,11,6,435.63,1
229105,LPDE,1171.8,10,10,1,236,2
229110,LPDE,2251.41,9,9,5,528,1
229110,LPDE,1448.23,9,9,2,528,2
229151,LPDE,610.65,4,4,2,319.13,1
229151,LPDE,335.86,3,3,0,175.52,2
229319,LPNL,1425.76,7,7,5,364.67,1
229319,LPNL,1425.76,7,7,5,364.67,2
229354,LPBE,1011.97,9,9,2,219.12,1
229354,LPBE,1011.97,9,9,2,219.12,2
229357,LPDE,2346.33,7,7,5,981.48,1
229357,LPDE,545.95,5,5,0,199.48,2
229662,LPNL,1.03,3,3,0,1,1
229662,LPNL,1.03,3,3,0,1,2
229679,LPDE,1202.23,9,9,3,356.11,1
229679,LPDE,600,1,1,1,600,2
229723,LPNL,0,2,2,0,0,1
229723,LPNL,0,2,2,0,0,2
229725,LPNL,0,2,2,0,0,1
229725,LPNL,0,2,2,0,0,2
229741,LPNL,1046.38,9,9,3,278.7,1
229741,LPNL,1046.38,9,9,3,278.7,2
229944,LPNL,108.15,3,3,0,105,1
229944,LPNL,108.15,3,3,0,105,2
230052,LPDE,1374.36,5,5,3,533.85,1
230052,LPDE,532.31,5,5,0,200,2
230156,LPDE,1992.51,9,9,6,363.24,1
230156,LPDE,1112.56,7,7,2,217.94,2
230167,LPDE,759.87,5,5,2,356.46,1
230167,LPDE,221.89,3,3,0,131.84,2
230207,LPNL,74,3,3,0,74,1
230207,LPNL,74,3,3,0,74,2
230256,LPBE,1612.43,11,11,5,239.36,1
230256,LPBE,1612.43,11,11,5,239.36,2
230270,LPNL,74,3,3,0,74,1
230270,LPNL,74,3,3,0,74,2
230358,LPDE,1622.77,5,5,4,651.12,1
230358,LPDE,649.11,4,4,1,260.45,2
230377,LPDE,1746.72,6,6,4,773.06,1
230377,LPDE,1048.04,4,4,3,463.84,2
230396,LPBE,465.29,5,5,1,212.13,1
230396,LPBE,465.29,5,5,1,212.13,2
230464,LPDE,1098.17,6,6,4,288.71,1
230464,LPDE,469.26,5,5,0,115.48,2
230590,LPNL,429.36,3,3,1,242.33,1
230590,LPNL,429.36,3,3,1,242.33,2
230628,LPDE,0,3,3,0,0,1
230628,LPDE,,0,0,0,,2
230655,LPNL,0,2,2,0,0,1
230655,LPNL,0,2,2,0,0,2
230676,LPDE,3601.53,10,10,8,651.12,1
230676,LPDE,1260.53,8,8,3,227.89,2
230865,LPBE,375.95,6,6,0,179.44,1
230865,LPBE,375.95,6,6,0,179.44,2
230924,LPBE,1516.28,10,10,3,360.78,1
230924,LPBE,1516.28,10,10,3,360.78,2
230933,LPBE,0,10,10,0,0,1
230933,LPBE,0,10,10,0,0,2
231004,LPNL,1189.75,6,6,4,304.85,1
231004,LPNL,1189.75,6,6,4,304.85,2
231082,LPNL,0,2,2,0,0,1
231082,LPNL,0,2,2,0,0,2
231210,LPDE,4230.19,13,13,7,1031.25,1
231210,LPDE,1326.59,10,10,2,317.38,2
231298,LPNL,0,2,2,0,0,1
231298,LPNL,0,2,2,0,0,2
231301,LPDE,1074.59,10,10,2,286.13,1
231301,LPDE,508.45,5,5,0,157.37,2
231308,LPBE,1322.2,11,11,3,274.46,1
231308,LPBE,1322.2,11,11,3,274.46,2
231371,LPBE,2492.11,11,11,6,675.92,1
231371,LPBE,2492.11,11,11,6,675.92,2
231466,LPBE,1125.46,8,8,3,299.16,1
231466,LPBE,1125.46,8,8,3,299.16,2
231475,LPBE,92.46,3,3,0,90,1
231475,LPBE,92.46,3,3,0,90,2
231493,LPDE,1331.7,6,6,3,450.38,1
231493,LPDE,628.6,5,5,0,200,2
231504,LPDE,3278.92,11,11,7,722.49,1
231504,LPDE,1530.51,9,9,3,325.12,2
231531,LPDE,5334.54,19,19,13,581.35,1
231531,LPDE,2947.17,17,17,5,319.74,2
231579,LPNL,270.61,5,5,0,105.89,1
231579,LPNL,270.61,5,5,0,105.89,2
231587,LPDE,249.8,4,4,1,249.8,1
231587,LPDE,335,2,2,1,635,2
231603,LPBE,1343.87,11,11,4,360,1
231603,LPBE,1343.87,11,11,4,360,2
231645,LPDE,3315.93,11,11,7,710,1
231645,LPDE,1565.45,8,8,3,355,2
231659,LPDE,0,2,2,0,0,1
231659,LPDE,250.01,2,2,1,250,2
231672,LPBE,997.05,10,10,2,237.33,1
231672,LPBE,997.05,10,10,2,237.33,2
231716,LPNL,1068.95,7,7,3,291.53,1
231716,LPNL,1068.95,7,7,3,291.53,2
231760,LPDE,560.29,3,3,2,320.59,1
231760,LPDE,100.84,1,1,0,100.84,2
231880,LPDE,1389.64,6,6,4,413.01,1
231880,LPDE,420.66,5,5,0,140.09,2
231943,LPNL,0,2,2,0,0,1
231943,LPNL,0,2,2,0,0,2
231952,LPBE,1557.12,11,11,4,312.88,1
231952,LPBE,1557.12,11,11,4,312.88,2
231956,LPBE,996.6,11,11,1,244,1
231956,LPBE,996.6,11,11,1,244,2
231975,LPNL,528.3,3,3,2,282.7,1
231975,LPNL,528.3,3,3,2,282.7,2
232065,LPBE,1225.39,12,12,3,436.44,1
232065,LPBE,1225.39,12,12,3,436.44,2
232082,LPNL,0,2,2,0,0,1
232082,LPNL,0,2,2,0,0,2
232116,LPNL,442.18,3,3,1,242.33,1
232116,LPNL,442.18,3,3,1,242.33,2
232142,LPNL,1.03,3,3,0,1,1
232142,LPNL,1.03,3,3,0,1,2
232189,LPDE,0,3,3,0,0,1
232189,LPDE,500,1,1,1,500,2
232216,LPNL,1.03,3,3,0,1,1
232216,LPNL,1.03,3,3,0,1,2
232310,LPBE,869.79,7,7,1,415.79,1
232310,LPBE,869.79,7,7,1,415.79,2
232396,LPNL,0,2,2,0,0,1
232396,LPNL,0,2,2,0,0,2
232538,LPNL,844.2,5,5,3,294.48,1
232538,LPNL,844.2,5,5,3,294.48,2
232668,LPBE,231.14,4,4,0,135,1
232668,LPBE,231.14,4,4,0,135,2
232956,LPBE,206.38,3,3,1,203.32,1
232956,LPBE,206.38,3,3,1,203.32,2
233003,LPNL,1102.37,6,6,3,384.49,1
233003,LPNL,1102.37,6,6,3,384.49,2
233004,LPBE,891.77,6,6,2,255.38,1
233004,LPBE,891.77,6,6,2,255.38,2
233074,LPBE,1682.89,9,9,4,601.69,1
233074,LPBE,1682.89,9,9,4,601.69,2
233185,LPDE,4907.81,10,10,7,1505.01,1
233185,LPDE,1375.63,8,8,4,325.07,2
233433,LPDE,1196.95,5,5,3,576.7,1
233433,LPDE,538.65,4,4,1,259.52,2
263643,LPDE,1599.09,7,7,2,677.11,1
263643,LPDE,844.68,4,4,1,406.27,2
266712,LPNL,470.5,4,4,1,390.05,1
266712,LPNL,470.5,4,4,1,390.05,2
267144,LPNL,0,2,2,0,0,1
267144,LPNL,0,2,2,0,0,2
267168,LPDE,613.36,3,3,2,352.66,1
267168,LPDE,42.02,1,1,0,42.02,2
267340,LPNL,872.52,7,7,1,242.33,1
267340,LPNL,872.52,7,7,1,242.33,2
267359,LPNL,0,2,2,0,0,1
267359,LPNL,0,2,2,0,0,2
267431,LPNL,800.75,6,6,3,322.74,1
267431,LPNL,800.75,6,6,3,322.74,2
267576,LPNL,863.8,7,7,1,316.97,1
267576,LPNL,863.8,7,7,1,316.97,2
267582,LPDE,0,2,2,0,0,1
267582,LPDE,,0,0,0,,2
267975,LPDE,698.28,3,3,2,437.58,1
267975,LPDE,628.45,2,2,2,393.82,2
267975,LPNL,2203.72,8,8,3,858.95,1
267975,LPNL,2203.72,8,8,3,858.95,2
268224,LPDE,1055.63,6,6,3,389.92,1
268224,LPDE,753.94,4,4,2,272.94,2
268254,LPNL,195,3,3,0,195,1
268254,LPNL,195,3,3,0,195,2
268473,LPDE,2886.41,7,7,6,695.18,1
268473,LPDE,1731.85,6,6,5,417.11,2
268856,LPNL,708.9,4,4,2,291.35,1
268856,LPNL,708.9,4,4,2,291.35,2
268877,LPDE,1587.12,6,6,4,486.01,1
268877,LPDE,485.37,2,2,1,315.91,2
269012,LPNL,775.47,5,5,2,265.73,1
269012,LPNL,775.47,5,5,2,265.73,2
269112,LPDE,1268.55,6,6,4,361.36,1
269112,LPDE,697.72,5,5,0,198.75,2
269484,LPNL,384.43,3,3,0,195,1
269484,LPNL,384.43,3,3,0,195,2
270105,LPDE,668.43,3,3,2,407.73,1
270105,LPDE,,0,0,0,,2
270514,LPNL,455.8,3,3,1,258.81,1
270514,LPNL,455.8,3,3,1,258.81,2
270748,LPNL,3672.46,10,10,4,1105.86,1
270748,LPNL,3672.46,10,10,4,1105.86,2
270973,LPDE,1382.1,6,6,4,430.84,1
270973,LPDE,0,2,2,0,180,2
271033,LPDE,571.4,3,3,2,310.7,1
271033,LPDE,399.98,2,2,1,217.49,2
271294,LPDE,895.25,4,4,2,634.55,1
271294,LPDE,492.39,2,2,1,349,2
271632,LPNL,742.4,4,4,2,295,1
271632,LPNL,742.4,4,4,2,295,2
271729,LPDE,1528.98,6,6,3,611.76,1
271729,LPDE,1116.95,5,5,3,336.47,2
271751,LPNL,950.55,6,6,2,257.95,1
271751,LPNL,950.55,6,6,2,257.95,2
271876,LPDE,2107.8,9,9,6,384.08,1
271876,LPDE,1624.2,8,8,4,288.06,2
271916,LPNL,1331.99,7,7,4,293.47,1
271916,LPNL,1331.99,7,7,4,293.47,2
271922,LPDE,3592.35,11,11,8,801.57,1
271922,LPDE,1579.95,9,9,4,299.85,2
271941,LPDE,2128.72,8,8,6,483.06,1
271941,LPDE,420,2,2,1,720,2
271986,LPDE,1946.18,6,6,5,494.47,1
271986,LPDE,1265.03,6,6,4,321.41,2
272089,LPDE,3130.19,28,28,7,227.7,1
272089,LPDE,661.01,5,5,2,350.31,2
272109,LPNL,1297.95,7,7,2,287.75,1
272109,LPNL,1297.95,7,7,2,287.75,2
272371,LPNL,692.41,5,5,1,249.64,1
272371,LPNL,692.41,5,5,1,249.64,2
272381,LPNL,1112.58,5,5,2,424.07,1
272381,LPNL,1112.58,5,5,2,424.07,2
272466,LPDE,1000.52,5,5,3,408.72,1
272466,LPDE,550.3,3,3,1,224.8,2
272571,LPNL,1532.58,8,8,1,639.96,1
272571,LPNL,1532.58,8,8,1,639.96,2
272693,LPNL,1690.84,11,11,3,305.34,1
272693,LPNL,1690.84,11,11,3,305.34,2
272718,LPDE,1991.29,7,7,4,829,1
272718,LPDE,929.85,5,5,3,329.62,2
272845,LPNL,389.69,3,3,0,195,1
272845,LPNL,389.69,3,3,0,195,2
273022,LPNL,1912.99,11,11,3,307.28,1
273022,LPNL,1912.99,11,11,3,307.28,2
273082,LPNL,1008.44,7,7,1,270.48,1
273082,LPNL,1008.44,7,7,1,270.48,2
273100,LPDE,1051.43,6,6,3,306.38,1
273100,LPDE,1617.58,7,7,4,471.36,2
273259,LPNL,864.9,9,9,0,195,1
273259,LPNL,864.9,9,9,0,195,2
273260,LPDE,1171.19,4,4,3,524.36,1
273260,LPDE,702.73,4,4,2,314.62,2
273300,LPDE,592.3,4,4,2,331.6,1
273300,LPDE,325.77,2,2,0,182.38,2
273343,LPDE,2283.88,10,10,5,507.18,1
273343,LPDE,605,2,2,1,905,2
273364,LPDE,861.01,5,5,3,260.7,1
273364,LPDE,602.71,4,4,0,182.49,2
273378,LPDE,8124.42,24,24,16,774.75,1
273378,LPDE,1500,1,1,1,1500,2
273481,LPDE,2335.11,6,6,5,798.1,1
273481,LPDE,1973.89,5,5,4,598.58,2
273510,LPDE,2011.14,8,8,6,348.82,1
273510,LPDE,1106.13,7,7,0,191.85,2
273668,LPDE,0,3,3,0,0,1
273668,LPDE,0.01,1,1,0,0.01,2
273833,LPNL,590.58,4,4,1,215.53,1
273833,LPNL,590.58,4,4,1,215.53,2
273922,LPNL,849.3,4,4,2,364.92,1
273922,LPNL,849.3,4,4,2,364.92,2
273950,LPNL,1204.69,6,6,4,384.1,1
273950,LPNL,1204.69,6,6,4,384.1,2
273974,LPDE,2089.48,6,6,4,940.17,1
273974,LPDE,764.56,4,4,1,388.34,2
274039,LPDE,7176.28,17,17,15,1336.58,1
274039,LPDE,3423.8,16,16,10,373.31,2
274066,LPDE,2288.16,5,5,3,1210.83,1
274066,LPDE,700.28,3,3,1,530.81,2
274181,LPDE,1717.7,6,6,3,795.88,1
274181,LPDE,,0,0,0,,2
274181,LPDE,1134.01,4,4,2,517.32,3
274199,LPNL,307.93,3,3,0,195,1
274199,LPNL,307.93,3,3,0,195,2
274264,LPDE,1800.77,5,5,3,1245.32,1
274264,LPDE,333.27,2,2,0,176.85,2
274286,LPNL,641.49,4,4,1,282.7,1
274286,LPNL,641.49,4,4,1,282.7,2
274371,LPDE,798.81,5,5,2,488.11,1
274371,LPDE,500.01,2,2,1,500,2
274460,LPDE,739.82,5,5,2,387.31,1
274460,LPDE,513.02,3,3,1,251.75,2
274738,LPNL,1177.66,7,7,2,307.28,1
274738,LPNL,1177.66,7,7,2,307.28,2
274759,LPDE,173,4,4,0,173,1
274759,LPDE,112.45,1,1,0,112.45,2
274762,LPNL,749.41,6,6,2,234.89,1
274762,LPNL,749.41,6,6,2,234.89,2
274779,LPDE,2766.5,9,9,6,810,1
274779,LPDE,944.47,8,8,2,337.5,2
274794,LPDE,2247.83,6,6,3,1368,1
274794,LPDE,0.01,1,1,0,0.01,2
274794,LPNL,1936.32,11,11,2,307.28,1
274794,LPNL,1936.32,11,11,2,307.28,2
274796,LPDE,0,3,3,0,0,1
274796,LPDE,,0,0,0,,2
274798,LPNL,772.17,6,6,1,370.2,1
274798,LPNL,772.17,6,6,1,370.2,2
274815,LPDE,327.28,4,4,1,273.3,1
274815,LPDE,176.97,2,2,0,122.99,2
274819,LPNL,1284.54,6,6,3,363.66,1
274819,LPNL,1284.54,6,6,3,363.66,2
274821,LPNL,0,2,2,0,0,1
274821,LPNL,0,2,2,0,0,2
274890,LPNL,669.36,6,6,1,298.38,1
274890,LPNL,669.36,6,6,1,298.38,2
274892,LPDE,3153.31,10,10,8,464.95,1
274892,LPDE,2180.68,8,8,6,348.71,2
274922,LPNL,543.51,4,4,1,271.34,1
274922,LPNL,543.51,4,4,1,271.34,2
274931,LPNL,608.82,6,6,1,242.57,1
274931,LPNL,608.82,6,6,1,242.57,2
274943,LPDE,641.8,7,7,2,331.1,1
274943,LPDE,405.08,3,3,0,198.66,2
274969,LPNL,938.03,6,6,2,295,1
274969,LPNL,938.03,6,6,2,295,2
